Habitación con baño privad en Eixample con balcón (H5),700 €/mes,HABITACIÓ PRIVADA · 5 COMPANYS DE PIS
Habitación para una persona o pareja en Fabra i Puig,450 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
habitacion leixample,350 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Habitación doble y soleada en piso grande,350 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitacion individual disponible. Room single..,340 €/mes,HABITACIÓ PRIVADA · 3 COMPANYS DE PIS
Single room. Close to Plaza España 👍🏻 Sants Eixample,300 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
pis a Gràcia,258 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Amazing Room Sagrada Familia / Pareja / Couple,590 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitación Pareja con terraza Sagrada Familia,650 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
room for girls,230 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Habitación en el barrio mas de moda de bcn,420 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
habitacion en gotico cama doble,380 €/mes,HABITACIÓ PRIVADA · CAP COMPANY DE PIS
AMAZING BEDROOL IN PENTHOUSE,500 €/mes,HABITACIÓ PRIVADA · 4 COMPANYS DE PIS
Dubbel room in Gracia,400 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
habitación con aseo privado paralelo,400 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
Habitacion en Sant Cugat,380 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Single room in Plaza catalunya,3̶2̶5̶ ̶€̶ 250 €/mes,HABITACIÓ PRIVADA · 7 COMPANYS DE PIS
Small coliving bedroom with shared Bathroom,500 €/mes,HABITACIÓ PRIVADA · 1 COMPANY DE PIS
Espaciosa habitacion en el born con luz natural y gran,480 €/mes,HABITACIÓ PRIVADA · 2 COMPANYS DE PIS
